text,preview
"
      Cancer threatens physicist considered prisoner of conscience      ","
  
      Omid Kokabee has been imprisoned in his native Iran since 2011  
"
"
      Elsewhere in Science: Measuring influence, intellectual property, and more      ","
  
      The impact of deadlines … Measuring researchers’ influence … U.S. budget … Correcting the literature … Nurturing academic innovation … Working Life  
"
"
      U.S. and U.K. universities announce binational postdoc program      ","
  
      The 3-year fellowship will be followed by a permanent academic appointment for those who meet the program’s academic standards  
"
"
      Sins of the principal investigator      ","
  
      Our columnist discusses the tricky situation that students face when their advisers do wrong  
"
"
      University of Hawaii lab explosion caused by inappropriate gauge      ","
  
      Fire department report to be followed by reports from two additional groups investigating underlying causes  
"
"
      A tale of two explosions      ","
  
      A report on a March lab explosion at Texas Tech University illustrates the lab safety progress the institution has made since a 2010 catastrophe  
"
"
      Elsewhere in Science: Open access, work-life conflict, and more      ","
  
      Shifting public health funding … the Netherlands's open access push … Funding … Work-life conflict … Working Life  
"
"
      The complex role of gender in faculty hiring      ","
  
      In computer science faculty hiring decisions, gender is indirectly considered through its correlation with measures like productivity, study finds  
"
"
      A networking playbook      ","
  
      Our columnist presents the first installment of a guide for developing your professional network  
"
"
      New international grants for young principal investigators      ","
  
      The International Research Scholars Program is offering 50 grants to help early-career biomedical researchers outside the G7 countries establish independent careers  
"
"
      Trainees and mental health: Let’s talk!      ","
  
      A broad, open conversation about mental health is needed if the problems and their roots are to be addressed systematically  
"
